ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
FNXDXU,Maruti Zen,Delhi,2008,138000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,Others,5,4,\N,1.2
AXEQO2,Hyundai i10,Kolkata,2015,24350,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,\N,3.0
RYX1IW,Hyundai Creta,Coimbatore,2017,37247,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,Others,5,4,\N,13.69
RHBKDW,Maruti Ciaz,Mumbai,2016,29000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,Black/Silver,5,4,\N,8.75
5LWK4D,Hyundai EON,Kolkata,2013,36000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Black/Silver,5,4,\N,1.95
R2FAW3,Maruti Wagon,Kolkata,2015,14000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,\N,2.8
NOBZB2,Honda City,Kolkata,2008,69000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,White,5,4,\N,2.7
ZDT4JD,Tata Nano,Pune,2011,65000,Petrol,Manual,Second,26.0 kmpl,624 CC,35 bhp,White,4,4,\N,0.44
3234LR,Maruti SX4,Mumbai,2009,63274,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,Black/Silver,5,4,\N,1.99
2MPMNF,Volkswagen Jetta,Coimbatore,2018,37109,Petrol,Manual,First,14.69 kmpl,1390 CC,120.33 bhp,Others,5,4,\N,16.8
D6ZV3E,Maruti Swift,Kolkata,2014,25000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,White,5,4,\N,3.95
2KO3D8,Ford Figo,Bangalore,2011,68465,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,Others,5,4,\N,2.95
0JB3VI,Honda Accord,Kochi,2011,54316,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,Others,5,4,\N,4.29
T9Y4SR,Honda City,Kolkata,2015,480000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,White,5,4,\N,5.0
SIEY5Y,Maruti Swift,Pune,2009,90000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,White,5,4,\N,3.0
LRC3D6,Tata Indigo,Pune,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,White,5,4,\N,1.25
BPGBNT,Mercedes-Benz GLA,Chennai,2016,60000,Diesel,Automatic,Second,17.9 kmpl,2143 CC,136 bhp,Others,5,4,\N,17.55
0EMPG4,Honda City,Pune,2009,138000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,White,5,4,\N,3.5
G69PHB,Maruti Swift,Delhi,2016,42000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,White,5,4,\N,4.75
SE9KQY,Ford EcoSport,Chennai,2016,20000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,White,5,4,\N,7.9
EZZGFB,Hyundai Creta,Mumbai,2016,27000,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,Black/Silver,5,4,\N,11.45
Q48UX4,Skoda Octavia,Pune,2005,88000,Diesel,Manual,Third,18.7 kmpl,1896 CC,66 bhp,Others,5,4,\N,1.25
EIXQJF,Hyundai i20,Hyderabad,2016,77076,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,Black/Silver,5,4,\N,6.75
I1LAPC,Nissan Sunny,Chennai,2013,107000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,Others,5,4,\N,2.9
DSGKOR,Honda City,Coimbatore,2018,20300,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,White,5,4,17.38 Lakh,14.21
GIE1OS,Toyota Fortuner,Hyderabad,2011,157000,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,White,7,5,\N,11.99
7D2R2X,Chevrolet Beat,Chennai,2012,75300,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,Black/Silver,5,4,\N,2.25
5ZWX4Y,Hyundai Grand,Mumbai,2018,3958,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Black/Silver,5,4,7.14 Lakh,5.55
5DBTSV,Maruti Alto,Pune,2015,18000,CNG,Manual,First,33.44 km/kg,796 CC,40.3 bhp,White,4,4,\N,3.0
8P0P6A,Fiat Grande,Jaipur,2011,130000,Diesel,Manual,First,20.3 kmpl,1248 CC,75 bhp,Black/Silver,5,4,\N,2.2
FEJY8C,Chevrolet Cruze,Bangalore,2013,64000,Diesel,Manual,Second,17.3 kmpl,1998 CC,163.7 bhp,White,5,4,\N,6.5
DK3KE5,Mini Cooper,Kochi,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,White,4,4,44.28 Lakh,35.67
5I08BA,Mahindra XUV500,Jaipur,2014,70669,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Others,7,5,\N,9.0
E3K8Z4,Hyundai i20,Kolkata,2010,18000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,White,5,4,\N,2.25
NHWO0M,Toyota Etios,Delhi,2013,70000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,Black/Silver,5,4,\N,3.88
B8M42I,Hyundai i20,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,White,5,4,\N,3.25
206P78,Tata Tiago,Hyderabad,2017,16500,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,Black/Silver,5,4,6.29 Lakh,5.0
JN7D8W,Audi A4,Delhi,2013,67000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,White,5,4,\N,14.5
VM55M0,Hyundai i20,Chennai,2011,24000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,White,5,4,\N,4.25
ZBS01Z,Chevrolet Cruze,Mumbai,2013,59302,Diesel,Automatic,First,14.39 kmpl,1998 CC,163.7 bhp,Black/Silver,5,4,\N,5.25
SA4XV6,Honda Accord,Chennai,2008,90000,Petrol,Automatic,First,10.2 kmpl,2354 CC,180 bhp,Others,5,4,\N,6.5
R68S0Q,Hyundai Grand,Hyderabad,2017,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,White,5,4,7.82 Lakh,5.98
7EGZ79,Maruti Alto,Pune,2014,49000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,4.29 Lakh,2.3
265P4F,Skoda Octavia,Hyderabad,2005,105000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,Black/Silver,5,4,\N,1.99
96ESRO,Mercedes-Benz GL-Class,Pune,2010,85001,Diesel,Automatic,Second,12.0 kmpl,2987 CC,224 bhp,White,7,5,\N,28.0
NJ1WQC,Honda City,Delhi,2009,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Others,5,4,\N,3.1
7BTGCO,Tata Manza,Hyderabad,2011,70259,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,White,5,4,\N,2.95
8DDCQC,Maruti Wagon,Kolkata,\N,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,White,5,4,5.29 Lakh,2.65
000T11,BMW 5,Mumbai,2010,74000,Petrol,Automatic,First,10.8 kmpl,2497 CC,150 bhp,Others,5,4,\N,12.95
WFTBBX,Tata Nano,Coimbatore,2017,14149,Petrol,Manual,First,23.9 kmpl,624 CC,37.48 bhp,White,4,4,\N,3.47
2KTFTW,Hyundai Grand,Coimbatore,2016,61578,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,6.4
467FCB,Datsun GO,Kolkata,2016,12800,Petrol,Manual,First,19.44 kmpl,1198 CC,67 bhp,White,7,5,\N,3.25
HKP1IB,Honda CR-V,Pune,2008,92000,Petrol,Manual,Second,10.8 kmpl,2354 CC,152 bhp,Others,5,4,\N,3.7
BXW29S,Honda Brio,Mumbai,2012,54000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Others,5,4,\N,2.95
QERX44,Honda City,Bangalore,2015,38000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,\N,7.8
V1J39Z,Honda City,Mumbai,2006,44000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,White,5,4,\N,1.55
5HXUEC,Hyundai i10,Jaipur,2012,53000,LPG,Manual,Second,19.2 km/kg,1086 CC,68.05 bhp,Black/Silver,5,4,\N,2.85
S9P1RP,Hyundai Verna,Kolkata,2013,49000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,Black/Silver,5,4,\N,4.5
L9HD2V,Toyota Innova,Hyderabad,2011,136490,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Others,7,4,\N,9.8
R7F0P6,Honda City,Delhi,2014,62505,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,White,5,4,\N,5.95
MF5OA0,Honda Amaze,Kolkata,2014,36000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,\N,3.25
23GXRS,Maruti Swift,Kolkata,2014,28000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,White,5,4,\N,4.65
KQWI8B,Hyundai Grand,Kochi,2017,34429,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Black/Silver,5,4,\N,5.5
MZ3SQV,Hyundai EON,Jaipur,2017,23360,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Black/Silver,5,4,\N,3.75
X9473Z,Maruti A-Star,Pune,2011,69000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,White,5,4,\N,1.95
M1F8XQ,Chevrolet Beat,Jaipur,2012,88000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,White,5,4,\N,1.5
FZIBY0,Toyota Innova,Chennai,2014,194000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Black/Silver,8,5,\N,10.5
Q19RGE,Volkswagen Jetta,Kolkata,2013,58000,Diesel,Manual,First,19.33 kmpl,1968 CC,138.03 bhp,Others,5,4,\N,5.9
ZIC5ES,Toyota Innova,Mumbai,2012,55000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,White,7,4,\N,9.51
XR4J4H,BMW 3,Hyderabad,2010,80000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Others,5,4,47.2 Lakh,14.2
J268SY,BMW 5,Hyderabad,2011,101999,Diesel,Automatic,First,16.73 kmpl,1995 CC,218 bhp,Black/Silver,5,4,\N,19.99
KHYW39,Hyundai Grand,Delhi,2015,59261,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,White,5,4,8.18 Lakh,4.25
K0GMVH,Volkswagen Polo,Chennai,2011,70000,Petrol,Manual,Second,15.26 kmpl,1598 CC,103.5 bhp,Black/Silver,5,4,\N,3.29
RE18BV,Toyota Etios,Kochi,2015,52207,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,White,5,4,\N,4.56
ES6T4A,Maruti Alto,Pune,2014,32000,Petrol,Manual,Second,22.74 kmpl,796 CC,47.3 bhp,White,5,4,\N,2.1
MSBHTT,Maruti Swift,Jaipur,2014,65000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,White,5,4,\N,5.31
9UV6FY,Toyota Fortuner,Delhi,2015,90000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,White,7,5,\N,21.5
Z5K3G0,Mercedes-Benz New,Pune,2007,220000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,Black/Silver,5,4,\N,6.0
K2KRZ8,Mercedes-Benz M-Class,Pune,2015,69000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,Others,5,4,\N,38.0
F341GM,Toyota Innova,Hyderabad,2012,104000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Others,7,4,\N,11.75
PJJTWV,Maruti Alto,Kochi,2012,14814,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,\N,2.47
QE14C2,Hyundai Verna,Mumbai,2011,58000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,Black/Silver,5,4,\N,4.0
1BNWY3,Toyota Etios,Mumbai,2013,8950,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,Others,5,4,\N,3.55
UJ93I5,Hyundai Elantra,Mumbai,2014,55619,Petrol,Manual,First,16.3 kmpl,\N,\N,\N,5,4,\N,8.3
CQCUCL,Maruti Alto,Kochi,2019,19855,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,Black/Silver,5,4,\N,3.8
7DFX2T,Honda Accord,Mumbai,2011,87000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,Others,5,4,\N,5.4
4TQ3WP,Hyundai i20,Coimbatore,2016,40310,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5,4,\N,7.09
1HPP8C,Hyundai Verna,Hyderabad,2014,65000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,White,5,4,\N,8.99
1W9PNT,Volkswagen Polo,Kolkata,2014,35000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,Others,5,4,\N,3.8
OQI2Q9,Maruti Zen,Kolkata,2009,37000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,White,5,4,\N,1.0
MDM073,Hyundai Xcent,Mumbai,2016,63141,Diesel,Manual,Second,24.4 kmpl,1120 CC,71 bhp,Others,5,4,\N,4.5
378XJW,Maruti A-Star,Pune,2011,70000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,Black/Silver,5,4,\N,2.0
BZ0PNY,Hyundai i10,Bangalore,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,White,5,4,\N,3.25
FVEU1Y,Mercedes-Benz E-Class,Kolkata,2009,43600,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,White,5,4,\N,10.24
WDCK34,Mercedes-Benz New,Bangalore,2007,39037,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,White,5,4,\N,9.25
IC04NZ,Maruti Swift,Mumbai,2013,65000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,Others,5,4,\N,4.99
KHNU9J,Tata Indica,Mumbai,2006,133000,Diesel,Manual,Second,16.8 kmpl,1405 CC,68 bhp,Others,5,4,\N,0.86
QT48PR,Maruti Swift,Pune,2013,52000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,Black/Silver,5,4,\N,3.95
SNVVRS,Audi Q3,Coimbatore,2016,86642,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,White,5,4,43.65 Lakh,20.37
499ZZG,Hyundai Verna,Chennai,2012,45000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Others,5,4,\N,6.25
RIWVAO,Jaguar XF,Kochi,2015,37340,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,Others,5,4,\N,29.98
GWLN8R,Ford Ecosport,Pune,2015,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Others,5,4,\N,7.5
N6DY2E,Maruti Alto,Kochi,2018,46805,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,4.09 Lakh,3.63
JU1961,Renault Duster,Chennai,2015,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,Black/Silver,5,4,\N,7.1
VX0JVW,Tata Hexa,Pune,2017,39800,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,Others,7,5,20.87 Lakh,14.25
C9EMOS,Volkswagen Vento,Pune,2011,42000,Petrol,Automatic,Third,14.4 kmpl,1598 CC,103.6 bhp,Others,5,4,\N,3.4
CH0ULW,Maruti Alto,Hyderabad,2006,71993,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Black/Silver,5,4,\N,1.8
LU22ZD,Maruti Ritz,Pune,2010,71000,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,\N,3.0
GJK7XR,Skoda Laura,Mumbai,2011,41988,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,Others,5,4,\N,5.45
1XA7P3,Honda CR-V,Jaipur,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,Black/Silver,5,4,\N,3.91
0G0YTF,Audi Q5,Kochi,2013,12467,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,Others,5,4,\N,25.64
4I2O77,Maruti Ciaz,Chennai,2015,90000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,Others,5,4,\N,6.5
2L3U8B,Toyota Fortuner,Delhi,2017,40000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,White,7,5,37.38 Lakh,30.0
1T4MX8,BMW X1,Pune,2012,80000,Petrol,Automatic,First,11.25 kmpl,1995 CC,150 bhp,Others,5,4,\N,9.5
Q9LNB6,Honda Accord,Mumbai,2012,42000,Petrol,Manual,First,9.8 kmpl,2354 CC,180 bhp,White,5,4,\N,6.25
TGVD4I,Maruti Swift,Chennai,2010,100000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,White,5,4,\N,4.5
1ZROYU,Audi Q3,Hyderabad,2015,61000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,Others,5,4,\N,25.0
MYUSY3,Mercedes-Benz E-Class,Delhi,2014,42000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,White,5,4,\N,24.95
RF1E8T,Ford Ecosport,Hyderabad,2015,45000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Others,5,4,\N,8.9
GCOTGL,Mahindra Scorpio,Hyderabad,2015,120000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,White,7,5,\N,12.0
8BDPQB,Ford EcoSport,Coimbatore,2018,27852,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,Black/Silver,5,4,14.1 Lakh,10.44
7CSVF7,Toyota Corolla,Pune,2011,88000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,Black/Silver,5,4,\N,6.45
GEN1PW,Tata Indica,Hyderabad,2005,100000,Diesel,Manual,Second,13.5 kmpl,1405 CC,null bhp,Black/Silver,5,4,\N,1.3
KVPA6J,Toyota Corolla,Jaipur,2004,160000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,Others,5,4,\N,1.5
POF0X0,Ford EcoSport,Mumbai,2014,31130,Petrol,Manual,First,15.85 kmpl,1499 CC,110.4 bhp,White,5,4,\N,5.75
ZW09DS,Maruti Alto,Kolkata,2017,2196,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,White,5,4,\N,2.75
7MTNZR,Volkswagen Vento,Kochi,2014,32283,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,Others,5,4,\N,5.41
YE644L,Ford Ecosport,Coimbatore,2015,92708,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,White,5,4,\N,7.48
SK0PSR,Maruti Swift,Jaipur,2015,130000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,Others,5,4,\N,4.5
D5ZQBV,Volkswagen Polo,Kolkata,2011,55001,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Black/Silver,5,4,\N,2.2
7704LS,Maruti Alto,Chennai,2015,25000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,White,5,4,\N,3.5
SNKBZ1,Hyundai Creta,Coimbatore,2018,32807,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,White,5,4,\N,14.76
Q0YFAG,Hyundai i10,Hyderabad,2011,84912,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,White,5,4,\N,3.5
3DEB66,Renault Duster,Delhi,2012,130000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,Black/Silver,5,4,\N,3.75
AAKJJL,Toyota Etios,Delhi,2012,60000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,Others,5,4,\N,3.1
FL1JYZ,Maruti Ertiga,Chennai,2017,80000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,Black/Silver,7,5,\N,8.1
ZQOA7T,Hyundai Grand,Chennai,2015,54000,Petrol,Manual,Third,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,3.6
EMJ2H3,Land Rover Discovery,Delhi,2016,59000,Diesel,Automatic,First,18.0 kmpl,2993 CC,255 bhp,Others,7,5,1.13 Cr,36.75
MP0977,Honda City,Ahmedabad,2002,85000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,Others,5,4,\N,1.2
D27NGZ,Maruti Alto,Jaipur,2019,3000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,White,5,4,\N,3.5
BE8N23,Mahindra XUV500,Mumbai,2012,37000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7,5,\N,7.75
JIIAK4,Jaguar XE,Delhi,2018,1000,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,White,5,4,52.77 Lakh,40.0
F6UIXK,Mercedes-Benz CLA,Coimbatore,2017,20969,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,Black/Silver,5,4,45.36 Lakh,27.87
QKIJN7,Hyundai Grand,Delhi,2016,81605,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,4.53
CQHFQP,BMW 3,Hyderabad,2015,47000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Others,5,4,53.68 Lakh,29.5
V2FELD,Audi A6,Hyderabad,2014,48000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,Black/Silver,5,4,\N,29.0
P5SYGX,Maruti Ritz,Pune,2013,77000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,Others,5,4,\N,3.65
HU07O0,Mercedes-Benz New,Mumbai,2011,40000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,Others,5,4,\N,14.5
S33FJ0,Maruti Wagon,Mumbai,2012,72000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,White,5,4,\N,2.25
D2WSCL,Maruti 800,Jaipur,2004,12000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,White,4,4,\N,0.45
ZWLCDQ,Mahindra XUV500,Delhi,2015,62000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7,5,\N,10.25
UCA449,Maruti Alto,Ahmedabad,2016,60000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,Others,5,4,\N,2.65
OOLN8K,Chevrolet Sail,Kolkata,2014,45000,Diesel,Manual,First,22.1 kmpl,1248 CC,74 bhp,White,5,4,\N,2.48
LTX8MX,Mahindra KUV,Delhi,2018,42000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,Others,6,4,7.96 Lakh,5.5
HAIO66,Toyota Innova,Hyderabad,2016,81424,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,White,8,5,\N,14.49
PTZ617,Audi A3,Mumbai,2016,20003,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,Others,5,4,\N,19.25
KDV4TS,Audi Q7,Hyderabad,2015,50000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,Others,7,5,\N,47.5
76W1R4,Hyundai Xcent,Pune,2017,73000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,Black/Silver,5,4,\N,4.5
R4LRBI,Hyundai Creta,Kochi,2017,30519,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,Black/Silver,5,4,\N,12.81
GWE95I,Maruti Wagon,Mumbai,2010,72000,CNG,\N,First,26.6 km/kg,998 CC,58.16 bhp,White,5,4,\N,1.75
PQIPLY,Toyota Fortuner,Jaipur,2014,122000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,Black/Silver,7,5,\N,16.0
GODL2Z,Mahindra Xylo,Coimbatore,2016,49176,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,Others,8,5,\N,7.46
H0HUEZ,Hyundai i20,Kolkata,2010,45807,Petrol,Manual,First,18.5 kmpl,1197 CC,\N,White,5,4,\N,1.87
MI1B6Z,Toyota Corolla,Chennai,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,White,5,4,\N,2.5
OMK0QF,Hyundai Verna,Bangalore,2012,67000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Others,5,4,\N,6.25
NSOI1G,Maruti Celerio,Bangalore,2015,48808,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,6.05 Lakh,4.3
77UFKT,BMW X6,Ahmedabad,2015,97003,Diesel,Automatic,First,15.87 kmpl,2993 CC,308.43 bhp,Others,5,4,\N,85.0
E5KH36,Toyota Corolla,Kochi,2012,83184,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,White,5,4,21.69 Lakh,6.22
MK0Q5H,Honda Mobilio,Kolkata,2015,26000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,White,7,5,\N,4.25
8NXZ98,Maruti Alto,Coimbatore,2018,31919,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,Others,5,4,\N,4.56
CJ00YL,Maruti Ciaz,Chennai,2015,30000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,Others,5,4,\N,6.7
S149E7,Maruti Swift,Delhi,2011,68000,Diesel,\N,\N,19.3 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,\N,2.75
OFMQ50,Renault Duster,Mumbai,2013,75000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.45 bhp,Black/Silver,5,4,\N,5.4
LF7755,Maruti Baleno,Mumbai,2017,16900,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,Black/Silver,5,4,\N,6.99
SOG84R,Mercedes-Benz New,Mumbai,2012,63720,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,Others,5,4,\N,13.25
TNVV90,Maruti Swift,Pune,2013,32953,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,Black/Silver,5,4,\N,4.65
LA9T7H,Mercedes-Benz E-Class,Coimbatore,2015,73187,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,Black/Silver,5,4,\N,30.72
1D59VK,Toyota Etios,Kochi,2017,27100,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,Black/Silver,5,4,\N,6.37
S68E9O,Mahindra Jeep,Hyderabad,2009,26000,Diesel,Manual,First,0.0 kmpl,2498 CC,null bhp,White,6,5,\N,6.99
M7FDOJ,Maruti Swift,Mumbai,2009,53001,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,Black/Silver,5,4,\N,1.95
RGK5B4,Maruti Vitara,Coimbatore,2017,18108,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,12.56 Lakh,11.31
NJS1YB,Ford Ecosport,Mumbai,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5,4,\N,6.75
V27NYU,Mahindra Xylo,Ahmedabad,2010,91596,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,Others,7,5,\N,1.85
